X,Y,OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,STRZUSTAND,LINREFX,LINREFY,weight
10.6939285719779,53.8607387083938,6066,1,0,3,0,2018,11,9,2,3,0,1,0,1,0,0,0,0,0,1,611401.5802,5969357.6401,40
10.6957416948572,53.8686101245173,6083,1,0,3,0,2018,11,13,7,3,6,3,0,0,1,1,0,0,0,0,611499.8737,5970236.1303,40
10.6744319788213,53.866404495536,6084,1,0,3,0,2018,12,17,1,3,5,3,2,1,1,0,0,0,0,1,610104.6139,5969957.4784,40
10.6477650725267,53.8501410145801,6104,1,0,3,0,2018,12,13,7,3,2,2,0,0,1,0,0,0,0,0,608393.2722,5968107.1993,40
10.6913249569562,53.8584271367006,6111,1,0,3,0,2018,10,16,4,3,0,3,0,0,0,0,1,0,1,0,611236.4999,5969096.4077,40
10.7241678573932,53.9172277054498,6114,1,0,55,4,2018,12,6,4,3,9,1,2,0,1,0,0,0,0,2,613237.2761,5975689.5647,40
10.6706945789997,53.8697122582877,6140,1,0,3,0,2018,12,22,2,3,2,6,2,0,1,0,0,0,0,0,609850.2088,5970319.6507,40
10.6894630954186,53.8307801347351,6143,1,0,3,0,2018,11,7,6,3,4,6,1,1,0,0,0,0,0,0,611187.3022,5966017.9565,40
10.7194179513185,53.8642774774749,6144,1,0,3,0,2018,12,18,4,3,6,4,2,1,0,1,0,0,0,1,613068.1994,5969791.6354,40
10.6862821763206,53.8584696144915,6151,1,0,3,0,2018,10,11,3,3,4,6,0,0,1,0,0,0,0,1,610904.7588,5969093.237,40
10.6890705016587,53.8557514864588,6158,1,0,3,0,2018,11,6,2,3,6,4,2,0,1,1,0,0,0,0,611095.328,5968795.227,40
10.6945560032428,53.8759154215722,6168,1,0,3,0,2018,12,8,6,3,0,3,1,1,1,0,0,0,0,0,611402.4991,5971046.9323,40
10.6641268037951,53.8756003666525,6177,1,0,3,0,2018,10,18,7,3,2,6,2,0,1,0,0,0,0,0,609403.0359,5970964.5141,40
10.6654648749706,53.8459656605882,6183,1,0,3,0,2018,10,14,3,3,5,2,0,1,1,0,0,0,0,1,609568.4064,5967669.9075,40
10.7364569585561,53.8710637590137,6197,1,0,3,0,2018,12,7,3,3,5,3,1,1,1,0,0,0,0,1,614170.0892,5970573.8548,40
10.6653900430883,53.8386821667689,6226,1,0,3,0,2018,10,4,6,2,2,2,2,0,1,0,0,0,1,0,609582.504,5966859.5521,70
10.6766634202066,53.8801474735033,6232,1,0,3,0,2018,12,17,5,3,5,3,2,1,1,0,0,0,0,1,610215.1866,5971489.7634,40
10.664202940069,53.8621049268234,6233,1,0,3,0,2018,11,16,2,3,6,2,1,0,1,1,0,0,0,1,609443.27,5969463.348,40
10.6822552401711,53.8978636368697,6234,1,0,3,0,2018,10,7,4,3,1,7,0,1,1,0,0,0,0,0,610535.9707,5973469.2819,40
10.674962808896,53.8661219374196,6241,1,0,3,0,2018,12,17,5,3,5,2,2,0,1,0,0,0,0,0,610140.2587,5969926.8698,40
10.6672039910031,53.8702716036271,6244,1,0,3,0,2018,10,16,6,2,6,2,0,0,1,1,0,0,0,0,609619.2553,5970376.4737,70
10.6760116057124,53.8486112867963,6260,1,0,3,0,2018,10,15,6,3,5,3,0,1,1,0,0,0,0,0,610255.2466,5967980.5552,40
10.6890705016587,53.8557514864588,6265,1,0,3,0,2018,11,15,4,3,5,3,0,1,1,0,0,0,0,0,611095.328,5968795.227,40
10.6666601664192,53.8644713334044,6276,1,0,3,0,2018,12,22,2,3,0,1,2,1,0,0,0,0,0,1,609598.6651,5969730.3898,40
10.6427880524917,53.849950529156,6287,1,0,3,0,2018,11,15,1,3,2,6,0,0,1,0,0,0,0,0,608066.3919,5968078.4161,40
10.7482758617118,53.8726305735424,6293,1,0,3,0,2018,10,17,5,3,5,2,0,1,1,0,0,0,0,0,614942.7987,5970767.2416,40
10.6635353356368,53.869726638033,6299,1,0,3,0,2018,12,17,2,3,2,6,2,0,1,0,0,0,0,0,609379.4826,5970310.1857,40
10.6383006649439,53.8419524073316,6305,1,0,3,0,2018,12,18,4,3,5,3,2,1,1,0,0,0,0,0,607791.7732,5967181.8483,40
10.6684330538761,53.8371972823815,6308,1,0,3,0,2018,12,7,6,3,0,1,1,1,0,0,0,0,0,1,609786.6012,5966699.0729,40
10.6820967246528,53.8512357931629,6316,1,0,3,0,2018,12,17,7,3,0,2,2,1,1,0,0,0,0,1,610648.5939,5968281.9877,40
10.6781610276132,53.8801509686012,6331,1,0,3,0,2018,10,13,2,3,2,6,0,0,1,0,0,0,0,0,610313.6138,5971492.4808,40
10.6997579936106,53.8630686266322,6357,1,0,3,0,2018,11,14,6,3,5,3,0,0,1,0,0,0,0,0,611778.7077,5969625.9983,40
10.7864942524028,53.9010017039042,6361,1,0,3,0,2018,10,14,6,3,2,2,0,0,1,0,0,0,0,1,617375.7502,5973985.9184,40
10.6758260227842,53.8662961733295,6375,1,0,3,0,2018,12,17,6,2,0,1,2,0,0,0,1,0,0,1,610196.558,5969947.5932,70
10.7284122306404,53.8650893451624,6392,1,0,3,0,2018,11,20,2,3,5,3,2,1,1,0,0,0,0,1,613657.404,5969896.325,40
10.6738009184659,53.8720214856466,6418,1,0,3,0,2018,12,15,7,3,5,2,0,1,1,0,0,0,0,0,610048.3737,5970581.3532,40
10.6599611354646,53.8435462901079,6444,1,0,3,0,2018,10,12,6,2,5,2,0,1,1,0,0,0,0,0,609212.6521,5967392.2826,70
10.7354430948171,53.9169645528574,6448,1,0,55,35,2018,12,19,4,3,5,2,2,0,1,0,0,0,0,1,613978.4418,5975678.3626,40
10.6673539717805,53.8767401217557,6449,1,0,3,0,2018,11,13,7,3,2,2,0,0,1,0,0,0,0,0,609612.197,5971096.288,40
10.7200529310883,53.8640292453726,6452,1,0,3,0,2018,11,15,7,3,6,7,0,0,1,1,0,0,0,0,613110.6213,5969765.0338,40
